input,labels
It is very hot day again !,0
I was impressed to see a member of staff wipe glasses very carefully .,1
"Even now , my life is not like the one before the earthquake .",1
So I must be ready for dinner before I will go to play them .,0
"Today , We went sightseeing in Paris .",0
Gas tax double taxation and contradicted Tonnage Tax .,0
" As you know , I live in an official residence in my school .",1
Every stone can not be moved once it has been put on the board .,1
How was the wedding ?,0
"I know it is not good but unfortunately , it is me .",0
I want to make a foreign friend and introduce Korea to my friend .,1
He was there to have games of rock - paper - scissors with customers .,1
My body naturally moved to their music .,1
I hope them to run away with other country for example Australia and Bahrain and so on .,0
"Recently , I am reading comic written in English .",0
Do not you want to know why I feel like that ?,1
I have not ever written a diary in English .,1
I do not like winter very much .,1
I took some entrance examination for University of Japan last winter .,0
 - All he had to do was to say no,0
"In college , we still have to work hard , In college we still have to listen to the teachers and get knowledge from them .",0
Is not it charming ?,0
They told me that they could enjoy more modern hair styles at a hair salon than at a barber shop and it was very comfortable that their hair was touched by female beauticians .,1
"almost every lesson , only reading English text and the teacher taught grammar and translation .",1
"If you have any questions , just let me know .",0
I became nervous .,0
 I have not written any entries in English for a few days .,1
"Today I went to see inception , people who sit besides me all carried McDonalds .",0
Have you ever seen such great work ?,1
"Incidentally , I have not washed my car for a long time , so I will maybe wash it as one thing to do today .",0
She is been working at a foreign affiliate company as a manager of public relations and she often goes to business trips to both domestic and abroad .,0
It was less bitter than the Japanese one and easy to drink .,1
"I remember that Kahn caught considerable public attention here , although Brazil defeated Germany .",1
 Could is the past tense form of can .,1
Jingle bells,1
 - Presentation ,0
We feel puzzled when we read those outdate materials .,0
Gender is not a level of super mentality .,0
After finish this work she let a hamster run in the fence .,0
"If I earn enough money , I also want to leave this country .",1
Key your money and authority,1
It is better to see picture above than explaining by my bad English lol .,0
"Bradbury , telling him hundreds of times he will never achieve it .",0
Do you believe in yourself ?,1
The star one I found is my second time .,0
"The new method has been induced since September st on A layer , and September st on B layer .",1
 ,1
The vermilion full moon !,0
It has been years since I left the company which I used to work for .,1
I am so excited and grateful to my friend for introducing me to here .,1
love and like,1
What can I do ?,1
"Even I know my English is not good enough yet , but for other normal Japanese , my English seems to sound very good .",0
"They are the same , because they are living things , too .",1
I think everyone did totally good job so I wanted to vote everyone if possible !,0
Entrance Ceremony,1
"When I was walking around the building , I noticed that the ume blossoms bloomed and were covered with snow .",0
But he would changed his job and broken up with his gf .,1
" th Aug is called ' OBON ' , and that is when we believe that our ancestors come back to this world .",1
"So , I stayed in my house all day and read a book .",1
One was English .,1
Time gose by so fast .,0
I like music like a rock band .,1
 - The first is preposterous news two brothers had buried more billion won under a garlic patch .,1
I suspected that just a few customers will come because of Typhoon .,0
Taiwan trip diary,1
I suspect that about of the Japanese people is bodies are made from soybeans on average .,1
He spoke to me very kindly and gently .,1
